Executing org.apache.activemq.artemis.cli.commands.messages.Producer producer --url tcp://localhost:61616 --destination orders.queue --message-count 2000 --sleep 10 --user admin --password hapassword --verbose 
Home::/opt/amq, Instance::/home/jboss/amq-broker
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 403
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 404
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 405
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 406
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 407
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 408
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 409
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 410
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 411
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 412
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 413
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 414
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 415
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 416
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 417
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 418
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 419
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 420
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 421
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 422
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 423
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 424
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 425
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 426
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 427
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 428
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 429
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 430
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 431
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 432
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 433
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 434
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 435
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 436
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 437
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 438
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 439
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 440
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 441
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 442
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 443
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 444
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 445
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 446
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 447
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 448
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 449
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 450
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 451
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 452
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 453
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 454
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 455
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 456
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 457
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 458
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 459
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 460
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 461
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 462
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 463
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 464
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 465
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 466
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 467
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 468
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 469
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 470
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 471
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 472
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 473
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 474
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 475
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 476
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 477
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 478
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 479
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 480
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 481
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 482
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 483
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 484
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 485
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 486
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 487
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 488
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 489
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 490
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 491
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 492
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 493
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 494
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 495
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 496
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 497
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 498
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 499
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 500
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 501
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 502
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 503
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 504
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 505
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 506
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 507
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 508
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 509
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 510
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 511
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 512
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 513
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 514
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 515
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 516
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 517
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 518
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 519
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 520
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 521
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 522
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 523
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 524
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 525
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 526
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 527
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 528
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 529
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 530
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 531
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 532
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 533
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 534
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 535
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 536
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 537
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 538
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 539
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 540
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 541
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 542
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 543
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 544
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 545
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 546
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 547
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 548
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 549
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 550
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 551
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 552
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 553
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 554
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 555
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 556
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 557
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 558
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 559
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 560
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 561
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 562
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 563
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 564
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 565
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 566
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 567
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 568
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 569
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 570
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 571
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 572
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 573
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 574
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 575
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 576
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 577
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 578
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 579
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 580
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 581
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 582
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 583
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 584
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 585
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 586
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 587
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 588
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 589
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 590
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 591
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 592
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 593
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 594
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 595
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 596
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 597
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 598
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 599
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 600
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 601
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 602
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 603
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 604
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 605
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 606
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 607
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 608
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 609
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 610
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 611
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 612
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 613
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 614
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 615
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 616
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 617
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 618
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 619
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 620
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 621
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 622
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 623
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 624
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 625
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 626
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 627
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 628
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 629
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 630
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 631
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 632
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 633
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 634
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 635
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 636
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 637
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 638
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 639
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 640
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 641
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 642
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 643
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 644
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 645
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 646
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 647
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 648
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 649
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 650
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 651
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 652
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 653
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 654
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 655
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 656
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 657
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 658
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 659
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 660
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 661
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 662
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 663
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 664
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 665
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 666
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 667
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 668
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 669
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 670
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 671
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 672
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 673
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 674
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 675
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 676
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 677
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 678
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 679
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 680
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 681
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 682
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 683
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 684
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 685
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 686
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 687
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 688
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 689
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 690
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 691
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 692
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 693
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 694
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 695
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 696
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 697
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 698
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 699
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 700
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 701
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 702
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 703
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 704
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 705
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 706
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 707
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 708
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 709
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 710
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 711
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 712
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 713
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 714
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 715
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 716
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 717
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 718
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 719
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 720
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 721
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 722
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 723
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 724
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 725
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 726
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 727
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 728
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 729
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 730
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 731
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 732
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 733
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 734
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 735
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 736
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 737
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 738
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 739
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 740
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 741
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 742
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 743
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 744
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 745
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 746
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 747
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 748
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 749
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 750
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 751
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 752
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 753
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 754
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 755
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 756
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 757
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 758
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 759
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 760
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 761
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 762
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 763
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 764
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 765
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 766
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 767
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 768
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 769
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 770
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 771
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 772
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 773
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 774
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 775
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 776
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 777
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 778
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 779
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 780
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 781
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 782
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 783
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 784
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 785
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 786
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 787
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 788
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 789
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 790
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 791
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 792
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 793
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 794
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 795
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 796
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 797
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 798
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 799
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 800
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 801
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 802
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 803
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 804
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 805
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 806
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 807
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 808
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 809
Producer ActiveMQQueue[orders.queue], thread=0 Sent: test message: 810
